pair_id	style	prompt_far	prompt_close	negative_prompt
focus_00191	an oil painting of	bold chess king, frontal view	intricate watch gears, dense texture	text, watermark, logo, blurry, low contrast, low quality, distorted anatomy
focus_00192	an oil painting of	bold chess king, frontal view	ornate brass filigree, ornamental detail	text, watermark, logo, blurry, low contrast, low quality, distorted anatomy
focus_00193	an oil painting of	bold chess king, frontal view	high-frequency circuit traces, fine edges	text, watermark, logo, blurry, low contrast, low quality, distorted anatomy
focus_00194	an oil painting of	bold chess king, frontal view	mechanical engravings, rich micro-details	text, watermark, logo, blurry, low contrast, low quality, distorted anatomy
focus_00195	an oil painting of	bold chess king, frontal view	intricate snake scales, dense texture	text, watermark, logo, blurry, low contrast, low quality, distorted anatomy
focus_00196	an oil painting of	bold chess king, frontal view	frost crystals, fine edges	text, watermark, logo, blurry, low contrast, low quality, distorted anatomy
focus_00197	an oil painting of	bold chess king, frontal view	ornate smoke swirls, close-up view	text, watermark, logo, blurry, low contrast, low quality, distorted anatomy
focus_00198	an oil painting of	bold chess king, frontal view	gemstone facets, busy surface patterns	text, watermark, logo, blurry, low contrast, low quality, distorted anatomy
focus_00199	an oil painting of	bold chess king, frontal view	woven threads, dense texture	text, watermark, logo, blurry, low contrast, low quality, distorted anatomy
focus_00200	an oil painting of	castle silhouette, large simple shapes	intricate eagle feathers, fine edges	text, watermark, logo, blurry, low contrast, low quality, distorted anatomy
focus_00201	an oil painting of	castle silhouette, large simple shapes	high-frequency peacock plumage, dense texture	text, watermark, logo, blurry, low contrast, low quality, distorted anatomy
focus_00202	an oil painting of	castle silhouette, large simple shapes	delicate owl feathers, rich micro-details	text, watermark, logo, blurry, low contrast, low quality, distorted anatomy
focus_00203	an oil painting of	castle silhouette, large simple shapes	textured phoenix feathers, fine edges	text, watermark, logo, blurry, low contrast, low quality, distorted anatomy
focus_00204	an oil painting of	castle silhouette, large simple shapes	ultra-detailed rose petals, busy surface patterns	text, watermark, logo, blurry, low contrast, low quality, distorted anatomy
focus_00205	an oil painting of	castle silhouette, large simple shapes	intricate sunflower petals, dense texture	text, watermark, logo, blurry, low contrast, low quality, distorted anatomy
focus_00206	an oil painting of	castle silhouette, large simple shapes	filigreed ivy vines, ornamental detail	text, watermark, logo, blurry, low contrast, low quality, distorted anatomy
focus_00207	an oil painting of	castle silhouette, large simple shapes	delicate wild mushrooms, busy surface patterns	text, watermark, logo, blurry, low contrast, low quality, distorted anatomy
focus_00208	an oil painting of	castle silhouette, large simple shapes	intricate autumn leaves, rich micro-details	text, watermark, logo, blurry, low contrast, low quality, distorted anatomy
focus_00209	an oil painting of	castle silhouette, large simple shapes	ornate coral branches, dense texture	text, watermark, logo, blurry, low contrast, low quality, distorted anatomy
focus_00210	an oil painting of	castle silhouette, large simple shapes	filigreed stained glass fragments, fine edges	text, watermark, logo, blurry, low contrast, low quality, distorted anatomy
focus_00211	an oil painting of	castle silhouette, large simple shapes	high-frequency mosaic tiles, rich micro-details	text, watermark, logo, blurry, low contrast, low quality, distorted anatomy
focus_00212	an oil painting of	castle silhouette, large simple shapes	embroidered fabric, dense texture	text, watermark, logo, blurry, low contrast, low quality, distorted anatomy
focus_00213	an oil painting of	castle silhouette, large simple shapes	ornate lace, fine edges	text, watermark, logo, blurry, low contrast, low quality, distorted anatomy
focus_00214	an oil painting of	castle silhouette, large simple shapes	high-frequency folded origami layers, fine edges	text, watermark, logo, blurry, low contrast, low quality, distorted anatomy
focus_00215	an oil painting of	castle silhouette, large simple shapes	ceramic shards, busy surface patterns	text, watermark, logo, blurry, low contrast, low quality, distorted anatomy
focus_00216	an oil painting of	castle silhouette, large simple shapes	intricate watch gears, dense texture	text, watermark, logo, blurry, low contrast, low quality, distorted anatomy
focus_00217	an oil painting of	castle silhouette, large simple shapes	ornate brass filigree, ornamental detail	text, watermark, logo, blurry, low contrast, low quality, distorted anatomy
focus_00218	an oil painting of	castle silhouette, large simple shapes	high-frequency circuit traces, fine edges	text, watermark, logo, blurry, low contrast, low quality, distorted anatomy
focus_00219	an oil painting of	castle silhouette, large simple shapes	mechanical engravings, rich micro-details	text, watermark, logo, blurry, low contrast, low quality, distorted anatomy
focus_00220	an oil painting of	castle silhouette, large simple shapes	intricate snake scales, dense texture	text, watermark, logo, blurry, low contrast, low quality, distorted anatomy
focus_00221	an oil painting of	castle silhouette, large simple shapes	frost crystals, fine edges	text, watermark, logo, blurry, low contrast, low quality, distorted anatomy
focus_00222	an oil painting of	castle silhouette, large simple shapes	ornate smoke swirls, close-up view	text, watermark, logo, blurry, low contrast, low quality, distorted anatomy
focus_00223	an oil painting of	castle silhouette, large simple shapes	gemstone facets, busy surface patterns	text, watermark, logo, blurry, low contrast, low quality, distorted anatomy
focus_00224	an oil painting of	castle silhouette, large simple shapes	woven threads, dense texture	text, watermark, logo, blurry, low contrast, low quality, distorted anatomy
focus_00225	an oil painting of	temple gate, frontal view	intricate eagle feathers, fine edges	text, watermark, logo, blurry, low contrast, low quality, distorted anatomy
focus_00226	an oil painting of	temple gate, frontal view	high-frequency peacock plumage, dense texture	text, watermark, logo, blurry, low contrast, low quality, distorted anatomy
focus_00227	an oil painting of	temple gate, frontal view	delicate owl feathers, rich micro-details	text, watermark, logo, blurry, low contrast, low quality, distorted anatomy
focus_00228	an oil painting of	temple gate, frontal view	textured phoenix feathers, fine edges	text, watermark, logo, blurry, low contrast, low quality, distorted anatomy
focus_00229	an oil painting of	temple gate, frontal view	ultra-detailed rose petals, busy surface patterns	text, watermark, logo, blurry, low contrast, low quality, distorted anatomy
focus_00230	an oil painting of	temple gate, frontal view	intricate sunflower petals, dense texture	text, watermark, logo, blurry, low contrast, low quality, distorted anatomy
focus_00231	an oil painting of	temple gate, frontal view	filigreed ivy vines, ornamental detail	text, watermark, logo, blurry, low contrast, low quality, distorted anatomy
focus_00232	an oil painting of	temple gate, frontal view	delicate wild mushrooms, busy surface patterns	text, watermark, logo, blurry, low contrast, low quality, distorted anatomy
focus_00233	an oil painting of	temple gate, frontal view	intricate autumn leaves, rich micro-details	text, watermark, logo, blurry, low contrast, low quality, distorted anatomy
focus_00234	an oil painting of	temple gate, frontal view	ornate coral branches, dense texture	text, watermark, logo, blurry, low contrast, low quality, distorted anatomy
focus_00235	an oil painting of	temple gate, frontal view	filigreed stained glass fragments, fine edges	text, watermark, logo, blurry, low contrast, low quality, distorted anatomy
focus_00236	an oil painting of	temple gate, frontal view	high-frequency mosaic tiles, rich micro-details	text, watermark, logo, blurry, low contrast, low quality, distorted anatomy
focus_00237	an oil painting of	temple gate, frontal view	embroidered fabric, dense texture	text, watermark, logo, blurry, low contrast, low quality, distorted anatomy
focus_00238	an oil painting of	temple gate, frontal view	ornate lace, fine edges	text, watermark, logo, blurry, low contrast, low quality, distorted anatomy
focus_00239	an oil painting of	temple gate, frontal view	high-frequency folded origami layers, fine edges	text, watermark, logo, blurry, low contrast, low quality, distorted anatomy
focus_00240	an oil painting of	temple gate, frontal view	ceramic shards, busy surface patterns	text, watermark, logo, blurry, low contrast, low quality, distorted anatomy
focus_00241	an oil painting of	temple gate, frontal view	intricate watch gears, dense texture	text, watermark, logo, blurry, low contrast, low quality, distorted anatomy
